date,queue,volume,aht_seconds
2025-11-20,Customer Service,1388,352
2025-11-20,Escalations,180,690
2025-11-20,Technical Support,538,619
2025-11-21,Claims,910,441
2025-11-21,Billing,651,271
2025-11-21,Customer Service,1322,347
2025-11-21,Escalations,159,617
2025-11-21,Technical Support,384,611
2025-11-22,Claims,857,428
2025-11-22,Billing,612,302
2025-11-22,Customer Service,1008,373
2025-11-22,Escalations,130,667
2025-11-22,Technical Support,353,632
2025-11-23,Claims,597,440
2025-11-23,Billing,463,326
2025-11-23,Customer Service,752,344
2025-11-23,Escalations,100,671
2025-11-23,Technical Support,282,621
2025-11-24,Claims,1127,440
2025-11-24,Billing,933,287
2025-11-24,Customer Service,1800,342
2025-11-24,Escalations,215,698
2025-11-24,Technical Support,656,640
2025-11-25,Claims,1201,406
2025-11-25,Billing,919,300
2025-11-25,Customer Service,1715,361
2025-11-25,Escalations,195,707
2025-11-25,Technical Support,604,639
2025-11-26,Claims,991,448
2025-11-26,Billing,911,297
2025-11-26,Customer Service,1297,360
2025-11-26,Escalations,213,703
2025-11-26,Technical Support,650,588
2025-11-27,Claims,1027,462
2025-11-27,Billing,637,290
2025-11-27,Customer Service,1442,339
2025-11-27,Escalations,185,682
2025-11-27,Technical Support,512,641
2025-11-28,Claims,908,378
2025-11-28,Billing,813,306
2025-11-28,Customer Service,1408,351
2025-11-28,Escalations,155,641
2025-11-28,Technical Support,437,609
2025-11-29,Claims,717,461
2025-11-29,Billing,554,309
2025-11-29,Customer Service,1081,304
2025-11-29,Escalations,124,748
2025-11-29,Technical Support,406,578
2025-11-30,Claims,608,465
2025-11-30,Billing,429,311
2025-11-30,Customer Service,740,335
2025-11-30,Escalations,91,723
2025-11-30,Technical Support,271,588
2025-12-01,Claims,1502,403
2025-12-01,Billing,997,318
2025-12-01,Customer Service,1945,336
2025-12-01,Escalations,243,670
2025-12-01,Technical Support,698,588
2025-12-02,Claims,1171,456
2025-12-02,Billing,1032,299
2025-12-02,Customer Service,1848,360
2025-12-02,Escalations,241,653
2025-12-02,Technical Support,667,578
2025-12-03,Claims,1319,447
2025-12-03,Billing,854,328
2025-12-03,Customer Service,1928,348
2025-12-03,Escalations,182,738
2025-12-03,Technical Support,658,601
2025-12-04,Claims,1188,439
2025-12-04,Billing,819,296
2025-12-04,Customer Service,1670,347
2025-12-04,Escalations,223,721
2025-12-04,Technical Support,498,641
2025-12-05,Claims,1071,458
2025-12-05,Billing,630,318
2025-12-05,Customer Service,1342,333
2025-12-05,Escalations,205,685
2025-12-05,Technical Support,520,578
2025-12-06,Claims,726,457
2025-12-06,Billing,603,295
2025-12-06,Customer Service,1318,363
2025-12-06,Escalations,121,667
2025-12-06,Technical Support,388,601
2025-12-07,Claims,641,465
2025-12-07,Billing,503,269
2025-12-07,Customer Service,801,387
2025-12-07,Escalations,91,690
2025-12-07,Technical Support,354,539
2025-12-08,Claims,1549,454
2025-12-08,Billing,1107,301
2025-12-08,Customer Service,1813,349
2025-12-08,Escalations,241,735
2025-12-08,Technical Support,718,622
2025-12-09,Claims,1351,457
2025-12-09,Billing,1124,307
2025-12-09,Customer Service,1989,348
2025-12-09,Escalations,212,762
2025-12-09,Technical Support,774,556
2025-12-10,Claims,1232,453
2025-12-10,Billing,970,301
2025-12-10,Customer Service,1896,364
2025-12-10,Escalations,193,670
2025-12-10,Technical Support,635,548
2025-12-11,Claims,1096,454
2025-12-11,Billing,766,304
2025-12-11,Customer Service,1661,376
2025-12-11,Escalations,243,656
2025-12-11,Technical Support,517,635
2025-12-12,Claims,1028,503
2025-12-12,Billing,829,294
2025-12-12,Customer Service,1469,327
2025-12-12,Escalations,180,686
2025-12-12,Technical Support,489,600
2025-12-13,Claims,817,463
2025-12-13,Billing,576,291
2025-12-13,Customer Service,934,377
2025-12-13,Escalations,155,661
2025-12-13,Technical Support,457,548
2025-12-14,Claims,575,475
2025-12-14,Billing,446,266
2025-12-14,Customer Service,878,346
2025-12-14,Escalations,103,809
2025-12-14,Technical Support,325,600
2025-12-15,Claims,1342,425
2025-12-15,Billing,1162,299
2025-12-15,Customer Service,1990,349
2025-12-15,Escalations,246,706
2025-12-15,Technical Support,654,620
2025-12-16,Claims,1348,427
2025-12-16,Billing,940,325
2025-12-16,Customer Service,1765,354
2025-12-16,Escalations,217,725
2025-12-16,Technical Support,638,581
2025-12-17,Claims,1408,479
2025-12-17,Billing,1018,296
2025-12-17,Customer Service,1959,355
2025-12-17,Escalations,192,667
2025-12-17,Technical Support,641,570
2025-12-18,Claims,1027,465
2025-12-18,Billing,827,293
2025-12-18,Customer Service,1499,335
2025-12-18,Escalations,222,677
2025-12-18,Technical Support,587,621
2025-12-19,Claims,1120,436
2025-12-19,Billing,827,298
2025-12-19,Customer Service,1724,350
2025-12-19,Escalations,160,633
2025-12-19,Technical Support,601,556
2025-12-20,Claims,876,458
2025-12-20,Billing,566,289
2025-12-20,Customer Service,1224,368
2025-12-20,Escalations,145,734
2025-12-20,Technical Support,417,622
2025-12-21,Claims,535,491
2025-12-21,Billing,413,299
2025-12-21,Customer Service,942,361
2025-12-21,Escalations,101,680
2025-12-21,Technical Support,322,674
2025-12-22,Claims,1289,495
2025-12-22,Billing,986,300
2025-12-22,Customer Service,2110,357
2025-12-22,Escalations,217,748
2025-12-22,Technical Support,704,596
2025-12-23,Claims,1322,435
2025-12-23,Billing,1017,313
2025-12-23,Customer Service,1835,351
2025-12-23,Escalations,240,706
2025-12-23,Technical Support,737,575
2025-12-24,Claims,1275,411
2025-12-24,Billing,848,304
2025-12-24,Customer Service,1661,366
2025-12-24,Escalations,233,692
2025-12-24,Technical Support,683,643
2025-12-25,Claims,1021,434
2025-12-25,Billing,902,284
2025-12-25,Customer Service,1363,349
2025-12-25,Escalations,203,697
2025-12-25,Technical Support,699,623
2025-12-26,Claims,954,433
2025-12-26,Billing,737,321
2025-12-26,Customer Service,1546,384
2025-12-26,Escalations,160,699
2025-12-26,Technical Support,519,637
2025-12-27,Claims,841,426
2025-12-27,Billing,583,316
2025-12-27,Customer Service,1112,368
2025-12-27,Escalations,150,730
2025-12-27,Technical Support,439,600
2025-12-28,Claims,586,384
2025-12-28,Billing,427,290
2025-12-28,Customer Service,834,339
2025-12-28,Escalations,100,666
2025-12-28,Technical Support,315,604
2025-12-29,Claims,1322,441
2025-12-29,Billing,1037,288
2025-12-29,Customer Service,1789,331
2025-12-29,Escalations,242,675
2025-12-29,Technical Support,681,634
2025-12-30,Claims,1202,435
2025-12-30,Billing,1030,292
2025-12-30,Customer Service,1894,342
2025-12-30,Escalations,247,712
2025-12-30,Technical Support,674,614
2025-12-31,Claims,1244,381
2025-12-31,Billing,962,315
2025-12-31,Customer Service,1761,375
2025-12-31,Escalations,199,663
2025-12-31,Technical Support,645,571
